Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2015-03-01,505,01:10:00,Sunday,Ossington and Dundas,Mechanical,12,24,E/B,4098
2015-03-01,505,01:33:00,Sunday,Ossington and Dundas,Investigation,12,24,E/B,4103
2015-03-01,512,04:13:00,Sunday,Bathurst and St.Clair,Held By,25,40,W/B,4112
2015-03-01,501,09:00:00,Sunday,King and Shaw,Mechanical,10,20,W/B,4251
2015-03-01,501,09:00:00,Sunday,Long Branch to Neville,General Delay,30,15,B/W,
2015-03-01,504,09:28:00,Sunday,KING and BAY,Emergency Services,22,28,E/B,4051
2015-03-01,506,10:25:00,Sunday,Gerrard and Coxwell,Mechanical,8,16,E/B,4012
2015-03-01,506,11:23:00,Sunday,College and Lansdown,Mechanical,8,16,E/B,4139
2015-03-01,505,11:30:00,Sunday,RUSSELL YARD,Mechanical,6,12,W/B,4081
2015-03-01,505,11:30:00,Sunday,505 DUNDAS,General Delay,15,8,B/W,
2015-03-01,505,11:50:00,Sunday,RUSSELL YARD,Held By,5,10,W/B,4103
2015-03-01,509,12:06:00,Sunday,Cne loop,Held By,6,11,E/B,4078
2015-03-01,506,12:14:00,Sunday,Gerrard coxwell,General Delay,12,20,E/B,4172
2015-03-01,501,13:00:00,Sunday,Long Branch to Neville Loop,General Delay,35,20,B/W,
2015-03-01,509,13:10:00,Sunday,Cne loop,Mechanical,6,13,E/B,4040
2015-03-01,512,15:30:00,Sunday,St. Clair stn,Mechanical,6,13,E/B,4145
2015-03-01,501,15:54:00,Sunday,Queen and Roncesvalles,Investigation,6,12,E/B,4176
2015-03-01,511,16:03:00,Sunday,Bathurst stn,Utilized Off Route,5,10,S/B,4110
2015-03-01,504,16:47:00,Sunday,roncesvalles and Queen,Mechanical,20,13,W/B,4148
2015-03-01,504,16:47:00,Sunday,Roncesvalles and Queen,Mechanical,20,13,W/B,4148
2015-03-01,506,17:16:00,Sunday,Broadview & gerarrd,Mechanical,7,14,E/B,4181
2015-03-01,511,17:55:00,Sunday,fleet loop,Mechanical,5,10,N/B,4043
2015-03-01,505,19:19:00,Sunday,Bathurst and Dundas,Mechanical,6,12,W/B,4103
2015-03-01,505,19:19:00,Sunday,Bathurst and Dundas,Mechanical,6,12,W/B,4038
2015-03-01,505,19:43:00,Sunday,Bathurst Stn,Utilized Off Route,6,12,E/B,4010
2015-03-01,501,21:00:00,Sunday,Neville to Long Branch,General Delay,20,15,B/W,
2015-03-01,501,22:41:00,Sunday,York and Queen,Mechanical,28,38,W/B,4245
2015-03-01,501,22:41:00,Sunday,York and Queen,Utilized Off Route,10,20,W/B,4195
2015-03-02,501,05:43:00,Monday,Queen at Connaught,Late Leaving Garage,5,10,E/B,4200
2015-03-02,502,05:45:00,Monday,Queen at Connaught,Late Leaving Garage,12,24,E/B,4151
2015-03-02,506,06:15:00,Monday,Lower Gerrard at Coxwell,Late Leaving Garage,5,9,E/B,4089
2015-03-02,506,06:27:00,Monday,Coxwell at Lower Gerrard,Late Leaving Garage,4,8,E/B,4041
