Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2015-02-01,505,00:04:00,Sunday,Dundas and Victoria,Investigation,34,46,E/B,4011
2015-02-01,504,01:30:00,Sunday,roncy & queen,Mechanical,19,25,E/B,4193
2015-02-01,510,02:28:00,Sunday,Shaw and Queen,Mechanical,36,0,W/B,4179
2015-02-01,501,02:28:00,Sunday,Queen and Shaw,Held By,36,51,W/B,4216
2015-02-01,301,02:30:00,Sunday,Shaw St and Queen St West,Utilized Off Route,15,30,W/B,4060
2015-02-01,506,07:20:00,Sunday,Main Stn to High Park,General Delay,12,22,B/W,
2015-02-01,501,08:58:00,Sunday,Queen and Empire,Mechanical,10,20,E/B,4239
2015-02-01,501,09:51:00,Sunday,Queen and Roncesvalles,Mechanical,10,10,E/B,4221
2015-02-01,501,10:39:00,Sunday,Queen and Yonge,Investigation,11,21,E/B,4221
2015-02-01,504,10:55:00,Sunday,Roncesvalles/Queen,Mechanical,6,11,W/B,4061
2015-02-01,505,11:45:00,Sunday,Broadview Station to Dundas West,General Delay,10,24,B/W,
2015-02-01,506,12:34:00,Sunday,Main Stn,Mechanical,6,12,W/B,4028
2015-02-01,511,13:15:00,Sunday,Bathurst and Dundas,Mechanical,10,16,S/B,4076
2015-02-01,506,13:20:00,Sunday,High park loop,Mechanical,6,12,E/B,4118
2015-02-01,510,13:30:00,Sunday,Spadina Station,Mechanical,2,4,S/B,4185
2015-02-01,501,14:20:00,Sunday,Queensway at Roncesvalles,Mechanical,5,10,E/B,4213
2015-02-01,504,14:21:00,Sunday,Roncesvalles/Queen,Mechanical,6,12,W/B,4167
2015-02-01,512,14:45:00,Sunday,Gunns Loop to St.Clair Station,Mechanical,7,13,E/B,4065
2015-02-01,501,15:17:00,Sunday,Queen St. W. at Ossington Ave.,Investigation,35,40,W/B,4251
2015-02-01,501,15:21:00,Sunday,Queen/Ossington,Investigation,29,35,W/B,4121
2015-02-01,505,15:24:00,Sunday,Dundas and Broadview,Mechanical,5,10,E/B,4023
2015-02-01,512,16:39:00,Sunday,St.Clair West Station - westbound exit ramp,Mechanical,6,7,E/B,4065
2015-02-01,506,16:48:00,Sunday,coxwell & gerarrd,Mechanical,8,16,W/B,4028
2015-02-01,501,17:00:00,Sunday,Long Branch to Neville,General Delay,30,18,B/W,
2015-02-01,510,17:15:00,Sunday,Spadina Loop,Mechanical,4,8,N/B,4170
2015-02-01,501,17:57:00,Sunday,Queen St. W. at Roncesvalles,Mechanical,5,10,W/B,4184
2015-02-01,501,20:06:00,Sunday,Lakeshore Blvd and Dwight Ave.,Investigation,85,97,W/B,4227
2015-02-01,511,21:35:00,Sunday,CNE,Mechanical,8,16,N/B,4043
2015-02-01,501,22:49:00,Sunday,Queen and Connaught Ave.,Mechanical,9,18,E/B,4241
2015-02-02,301,00:36:00,Monday,Lakeshore Blvd and Islington,Emergency Services,230,300,W/B,4032
2015-02-02,301,01:32:00,Monday,Queen St. West and Triller St.,Held By,19,28,E/B,4238
2015-02-02,301,02:50:00,Monday,Queen St. East and River St.,Utilized Off Route,11,25,E/B,4218
2015-02-02,301,02:50:00,Monday,Queen St. East and River St.,Mechanical,38,45,E/B,4218
2015-02-02,511,03:07:00,Monday,Bathurst and King,Held By,1,1,N/B,4041
2015-02-02,301,03:29:00,Monday,Queen and River,Held By,12,42,E/B,4179
2015-02-02,301,04:15:00,Monday,Lakeshore and Islington,Mechanical,30,60,E/B,4220
2015-02-02,301,04:15:00,Monday,Lakeshore and Islington,Utilized Off Route,30,60,E/B,4232
2015-02-02,505,05:01:00,Monday,Broadview and Dundas,Late Leaving Garage,8,8,E/B,4111
2015-02-02,502,05:07:00,Monday,Queen / Cannaught,Late Leaving Garage,0,0,E/B,
2015-02-02,512,05:08:00,Monday,St Clair W and Bathurst,Held By,22,22,W/B,4010
2015-02-02,505,05:13:00,Monday,Broadview and Dundas,Late Leaving Garage,8,12,W/B,4130
2015-02-02,502,05:19:00,Monday,Queen / Canaught,Late Leaving Garage,0,0,E/B,
2015-02-02,502,05:31:00,Monday,Queen / Cannaught,Late Leaving Garage,0,0,E/B,
2015-02-02,506,05:31:00,Monday,Coxwell and Gerrard,Late Leaving Garage,1,3,W/B,4014
2015-02-02,501,05:40:00,Monday,Queen and Connaught,Late Leaving Garage,5,8,E/B,4192
2015-02-02,505,05:42:00,Monday,Broadview and Dundas,Late Leaving Garage,5,9,E/B,4038
2015-02-02,506,05:42:00,Monday,Coxwell and Gerrard,Late Leaving Garage,4,7,E/B,4167
